ra	dec
1.131581867498811960e+02	1.672368590829699997e+01
1.509246003006094838e+02	1.305411659253987544e+01
1.295767719984492601e+02	1.451565492394133372e+01
1.511350365951098809e+02	5.668478630966759191e+00
1.256062788555999106e+02	1.190257287884065462e+01
1.255831851006129227e+02	3.328011778233722406e+00
1.283898375370037854e+02	7.808408898597729575e-01
1.336471607379980640e+02	1.475731692207823542e+01
1.304947218842209224e+02	5.575390012953820751e+00
1.410958001981180132e+02	7.747764995510691755e+00
1.259708957144332544e+02	4.633603627464503383e+00
1.356512978193219965e+02	4.040276777710254397e-01
1.288243029614288275e+02	3.869105470439796246e+00
1.507727388034583100e+02	7.512682606472601554e-01
1.318374071893077257e+02	8.990651630863158772e+00
1.255698133699114010e+02	1.471664204633817974e+01
1.492073980918465850e+02	1.033192606264144509e+01
1.476098359846888570e+02	1.787086715516767654e+01
1.357515053717274895e+02	1.541521009626954353e+01
1.402465841475611796e+02	1.383072299199726274e+01
1.141994351991153422e+02	1.425537549627216016e+01
1.534300920673887845e+02	1.551631695543986567e+01
1.465963392334314790e+02	1.797639984881177000e+01
1.406871269162747637e+02	6.099327083138206262e+00
1.132524964863354171e+02	6.044541580693862493e+00
1.202487043984848896e+02	1.201799334787480156e+01
1.452448948418759471e+02	8.930753682256929338e+00
1.315921825245143282e+02	5.025836263970092643e-01
1.262689969250353386e+02	1.013019005112473359e+01
1.453776434479009936e+02	4.697189539815020964e+00
1.281506033437976271e+02	1.028979907786958314e+01
1.526093232291807738e+02	1.289300432513876693e+01
1.141494936693096776e+02	1.115486392422658035e+01
1.269068639276638066e+02	9.945558142114172995e+00
1.452208197335801856e+02	3.270520854297942037e+00
1.356665052644949014e+02	7.209850679677927587e+00
1.172352021678720035e+02	1.716040598676166695e+01
1.315269193130580732e+02	1.129213372433794405e+01
1.232908608593921258e+02	9.478686184794018033e+00
1.462272221607429969e+02	3.575182586179114885e+00
1.483685202358533957e+02	1.053462036803921897e+01
1.292618914670400159e+02	1.056772080949108172e+01
1.254715346780673002e+02	2.153794585266769701e+00
1.341270779951502448e+02	1.135492625333520245e+01
1.282880462386409022e+02	1.715195845222040916e+01
1.466795237123606626e+02	1.327121739513722032e+00
1.520936885094507147e+02	8.104525383515483128e+00
1.484321124964705234e+02	1.319073824611283463e+01
1.410537020690204599e+02	6.275569769529119490e+00
1.501767371879329289e+02	4.260589575034488874e+00
1.237576647623968285e+02	2.339674266531478253e+00
1.381615290336031308e+02	5.720522668291919466e+00
1.159202571365534595e+02	1.599833527957537882e+01
1.408900039741289163e+02	1.391693196623449591e+00
1.442320623179988957e+02	1.674407164402050441e+01
1.224697123912499706e+02	3.711941840069500120e+00
1.272527858934062266e+02	7.180798799403606658e+00
1.476468448280990629e+02	1.095250876021946240e+01
1.467767930435348944e+02	1.332872339151241015e+01
1.197563848495069436e+02	1.147686134514372958e+00
1.450616233305237301e+02	1.798868135902261756e+01
1.296270011077551771e+02	1.491502124514809680e+00
1.248047140747746937e+02	9.482778709166328923e+00
1.454008550768658381e+02	1.215836680759112376e+01
1.370459026000389713e+02	1.859559859078407484e+00
1.211554062028969270e+02	7.687144706356059842e+00
1.261722665643433459e+02	9.160673968506033660e+00
1.184760614137765486e+02	3.771662517373131962e+00
1.433423948414232711e+02	3.094052474295574839e+00
1.311768434888014667e+02	1.189116005374241780e+01
1.522291938296540081e+02	4.976032065434793594e+00
1.311461841719548147e+02	1.306110956610828389e+01
1.272201928415283163e+02	9.844225519341971875e+00
1.172518693537435439e+02	1.279170005963668011e+01
1.162475241335203577e+02	6.609455003460023903e+00
1.275591797168941355e+02	7.306150145608063973e+00
1.256337460708816280e+02	7.498411978858909421e+00
1.302103359659656689e+02	1.140324028774738707e+01
1.410532445370860160e+02	8.159269124123202488e+00
1.289454452894688359e+02	1.320224689231277004e+01
1.425255767077545670e+02	6.923068067837911066e+00
1.532283674924094043e+02	3.621873167680464523e+00
1.248354927974942399e+02	7.937470019369190055e+00
1.429555495700566610e+02	3.838688820103387300e+00
1.442379046011589594e+02	1.236374932341768229e+01
1.283292890239620192e+02	1.383254006655997870e+01
1.342372048984773301e+02	8.386719014116350124e+00
1.280327148679184575e+02	1.622161150588219769e+01
1.234497205009045331e+02	1.035355963361542919e+01
1.329537364739075826e+02	7.368401251282581832e+00
1.332786682732544818e+02	3.588805956924140617e+00
1.233390489427628438e+02	1.418281299023841813e+00
1.282349698315145190e+02	7.681401799907544792e+00
1.292188695222637591e+02	1.391821169461563024e+01
1.410339947575384940e+02	7.369145686672704088e+00
1.532599437818274168e+02	7.914977176113453083e+00
1.264775245716137562e+02	1.474794216404739977e+01
1.463483972338410695e+02	4.436197263603284924e+00
1.330145894078424362e+02	2.098773929782988823e+00
1.159414010983764598e+02	4.600712650593766995e+00
1.261956166817114848e+02	1.564030085882405530e+01
1.306726967855162229e+02	1.215891882318668848e+01
1.195213476167790674e+02	5.741115124211810361e+00
1.353314244667651280e+02	7.417816066963079713e+00
1.134073714645814164e+02	7.463039776557501170e+00
1.426278352223683044e+02	1.546794327709606875e+01
1.470044556291113906e+02	7.198132727871429104e+00
1.272396121730383385e+02	3.467210716214736532e+00
1.270583333147994693e+02	3.620724074474375165e+00
1.511881679648362535e+02	1.295387073095511710e+01
1.180175178689351583e+02	8.789309463636357123e+00
1.478071122849536607e+02	1.102262824544523134e+01
1.260424076267038060e+02	1.113025978058326970e+01
1.154101562255229965e+02	2.544950135739028507e+00
1.350836324857400257e+02	3.404797653299050264e+00
1.374717119699939758e+02	8.812077060051008104e+00
1.235233479210764642e+02	7.646076434576269065e+00
1.301485082449226525e+02	1.618612743081915184e+01
1.432413332863329458e+02	1.244589309938794131e+01
1.201462698250259109e+02	1.752791923561722953e+01
1.376176391825907217e+02	1.072549392545758629e+01
1.194446250847456099e+02	1.056313416337432365e+01
1.524597515907684340e+02	1.557253000031069234e+01
1.252579431603039808e+02	9.736303735363435408e+00
1.481350081049455980e+02	4.580366356144315532e+00
