ra	dec
1.384020636761003686e+02	9.894148069463993167e+00
1.529258440561030454e+02	1.643165845359301258e+01
1.489944101116491311e+02	3.617419491382007024e+00
1.386018038670615056e+02	1.444860255708384855e+01
1.512155632699307262e+02	8.528718975580558137e-01
1.370667698850974432e+02	1.379449716665808623e+00
1.187836544997670671e+02	5.377974687784798924e+00
1.271185344952234715e+02	1.881815660065719875e+00
1.187920674229682305e+02	1.091350426256249229e+01
1.419155692452935398e+02	9.513237712369859267e+00
1.502419391413687890e+02	1.422977335452740455e+01
1.334263475155334220e+02	1.670400343161145162e+00
1.525005121868344986e+02	2.963025405248998378e+00
1.185844829215390632e+02	1.475293086899702821e+01
1.421404167519401653e+02	4.799069336400791030e+00
1.522527874112699635e+02	8.805788626471514391e+00
1.336447395327996333e+02	7.126983483733802416e+00
1.181630971196773885e+02	1.612646871464275478e+01
1.187692307507713281e+02	4.465012020341149857e+00
1.429456553601027053e+02	5.322353760567795966e+00
1.447089974989495147e+02	8.626660933444851409e+00
1.166800481763390422e+02	8.679833787266082012e+00
1.170903229636264911e+02	2.347784541769734723e+00
1.275756008824497201e+02	1.305028640462018430e+01
1.435734463941975889e+02	4.725788624862638621e+00
1.446557560928717407e+02	1.372067843868154213e+01
1.535685733402783057e+02	1.150330927658870017e+01
1.178974000379561744e+02	8.214601471488334639e+00
1.174876343831064816e+02	1.271687796507315404e+01
1.444558311474971219e+02	7.977718078957292569e+00
1.132881342548046462e+02	9.863180975015527707e+00
1.457434953961516442e+02	4.236035236803164850e+00
1.251547534087275579e+02	3.604810190747409937e+00
1.527877941386894065e+02	1.766419752947335908e+01
1.324008983120588709e+02	1.412643960510540886e+01
1.465943044327349014e+02	1.136587048481886697e+01
1.522203494563322010e+02	1.377324873176063846e+01
1.420291779438494757e+02	5.883439427129705024e+00
1.344907365722647228e+02	1.726109901426135407e+00
1.376614973721817137e+02	8.411885603561925606e+00
1.195692087709226001e+02	2.085877958668042265e+00
1.255753605126699171e+02	1.157850119434204572e+01
1.171569492538523463e+02	3.302350412371656496e+00
1.373048813634280805e+02	4.375080331323434102e+00
1.173494236986260404e+02	7.167361332432494514e+00
1.409041608227507538e+02	1.724021260843381587e+00
1.241683705824913915e+02	1.116683820174544550e+01
1.257592698820122763e+02	1.373636371098785425e+01
1.401802751974930459e+02	6.131691973133740481e-01
1.369767313248920289e+02	1.484318490453227746e+01
1.459887244404397393e+02	2.958983780554194087e+00
1.165274329598072569e+02	1.048023739510012575e+01
1.485459290835200363e+02	1.146851742553501730e+01
1.140470987058528323e+02	8.841116800093194783e+00
1.201195368085216586e+02	3.901385220832120027e+00
1.446671254032805223e+02	7.057608058362940362e+00
1.431039529680117255e+02	8.343593787705856357e+00
1.376180938014890955e+02	1.219222173112047614e+01
1.354037947538930666e+02	1.326419871474420420e+00
1.257794365267425434e+02	1.543581976604324613e+00
1.466001705178160535e+02	1.162490531508747083e+01
1.282919058142906863e+02	3.557722370720103555e+00
1.479402480775161166e+02	5.674407661881805787e+00
1.324132046563200333e+02	3.836367553979228351e+00
1.456009764159664144e+02	1.584389013562038784e+01
1.288729701598763597e+02	6.147982518353551917e+00
1.498563174161399161e+02	1.787622307475830397e+01
1.234398749714393091e+02	1.437671994090468708e+01
1.313755853041043622e+02	5.092104910651227279e+00
1.387396455544142384e+02	1.408123931424163366e+01
1.396047492042719682e+02	8.312261582943305527e+00
1.281192544561736781e+02	8.976163616690758573e+00
1.457604519574958886e+02	1.513522553824166117e+01
1.244126656755441616e+02	1.051346356775816915e+01
1.441912762069522955e+02	6.744667413655880850e+00
1.533231634957310519e+02	4.384772921879201313e+00
1.394690245054682691e+02	1.100809042739761523e+01
1.401936679588396544e+02	1.275908682814492856e+01
1.376649367978677105e+02	1.398821084146452698e+01
1.253613871167101195e+02	2.665422187685710653e-02
1.356130421152227825e+02	1.039313886858897362e+01
1.509969162105493865e+02	1.081472394453851926e+01
1.321552774332760976e+02	3.640030519665808484e+00
1.331787984518180110e+02	6.978684422720952796e+00
1.402869838708658961e+02	3.549581391777571149e+00
1.504360128352433037e+02	1.425299301793481099e+01
1.504828782126265310e+02	5.803909104682404063e+00
1.176355354384003391e+02	1.369357879305211911e+00
1.154973684903908406e+02	1.112970085317644831e+01
1.422363905598072051e+02	2.240333994957208891e-02
1.440646315249595659e+02	1.749355934521376810e+01
1.230494539895138217e+02	2.467896811470134288e+00
1.419401830259671442e+02	1.426742197502068343e+01
1.236192651658001580e+02	5.820401660825917034e+00
1.549772605704999933e+02	4.321086198452177563e+00
1.319632205014667079e+02	1.096675628539246894e+01
1.271004718611039834e+02	1.156516138122697868e+01
1.249478811369084212e+02	1.380561742641461898e+01
1.320018638374710349e+02	2.013668379471709624e+00
1.180737084540472495e+02	1.598623391775676694e+00
1.394015213587952644e+02	6.613100278376185415e+00
1.513738951877135719e+02	9.203370130027909823e+00
1.326875783744927446e+02	1.057553680901465221e+01
1.376661408848838732e+02	7.011979317470241391e+00
1.435190559101047256e+02	1.236424729184471616e+01
1.360544803824043640e+02	2.646615473580875122e+00
1.167220540038133691e+02	1.120539623560887499e+01
1.524146370528283398e+02	8.862528044716230013e+00
1.144855410627949084e+02	1.125233553219182880e+01
1.280677846178123502e+02	1.123749125957526651e+01
1.449816732046365075e+02	8.274084877355075918e+00
1.482998407503865224e+02	1.568959922402404139e+01
1.472970120195126924e+02	1.458479487138757591e+01
1.514232242753431592e+02	1.215346882752310265e+01
1.203692130978857335e+02	8.932460496303116670e+00
1.427866673863771325e+02	6.644898960286652390e+00
1.470568816066433442e+02	1.060554207707875918e+01
1.373862105637820719e+02	1.244509252138439415e+01
1.535734961036000072e+02	9.485132545257645376e+00
1.279307235142508716e+02	5.493134250945955976e+00
1.150977126853094461e+02	1.330149867523476281e+01
1.206421859857692169e+02	1.116381501002951282e+01
1.402154757659361906e+02	1.189012012702442389e+00
1.525305699095143268e+02	1.668456236532638570e+01
1.531995466858087696e+02	1.702834617649684645e+01
1.495566155552514829e+02	3.727663456745730297e+00
1.370414712771694496e+02	1.671389916743469328e+01
1.348516564983052319e+02	1.326329473122126146e+01
1.329771020419451020e+02	1.574865594633700816e+01
1.309484378615852620e+02	1.148630679957844514e+01
1.211410788298161378e+02	2.269170027764588760e+00
1.350385948963864280e+02	1.316758489498636386e+01
1.544684734919327980e+02	8.976682451954784980e-01
1.458908225374176766e+02	1.199318319370687291e+01
1.498175837307814504e+02	6.634781250396013519e+00
1.205288158998260428e+02	2.154108064784868048e+00
1.402500020867385615e+02	9.826462999656133235e+00
1.336555977126795369e+02	1.730836525711671925e+01
1.464639518404602825e+02	8.359621625436393089e+00
1.318177470568431033e+02	7.397605010199796993e+00
