ra	dec
1.458382815906724943e+02	1.663427696545293344e+01
1.295095227881043343e+02	4.388166573994253805e-01
1.446536519695400216e+02	7.734550127335298342e+00
1.499442459502372174e+02	8.484944199539233622e+00
1.174175747639517624e+02	6.717571031136388982e+00
1.229947588890226200e+02	3.219752390572947931e+00
1.513412064484816710e+02	1.723586655405471646e+01
1.385454432521626416e+02	1.773354211330872454e+00
1.176327323346734630e+02	7.928005999844526919e+00
1.283100283549186997e+02	1.323052747389538597e+00
1.231400881480979734e+02	1.363460549618226558e+01
1.334658812498626901e+02	1.262292159494307597e+01
1.342221831284802533e+02	1.240713607756253278e+00
1.177420655758330810e+02	1.413549730163963503e+01
1.268844552172318316e+02	1.745488135653290840e+01
1.168122364453072777e+02	2.794905026258015290e+00
1.267962142874801685e+02	8.242371778836153240e+00
1.160496019528682439e+02	3.677835573133869662e+00
1.541265971969609723e+02	1.051334552424654945e+01
1.186725927152006932e+02	1.044685760222056636e+01
1.162050784579159028e+02	8.172485574225733629e+00
1.248204729991349637e+02	1.718060442131607957e+01
1.350615941213615656e+02	1.652624863924031473e+01
1.494413334894693719e+02	9.137413977042797342e+00
1.371911820662139121e+02	1.711248666246607186e+01
1.260358532475588902e+02	1.488573859004616295e+01
1.372333537526010332e+02	1.003414693723032158e+01
1.389977712927948801e+02	8.862153631394354747e+00
1.262026276431176797e+02	8.035131703054309682e+00
1.488450383024400310e+02	1.971945168615810262e+00
1.465388171927978362e+02	6.250674483938945869e+00
1.204944986094298542e+02	1.122163849802732827e+01
1.266105222660024481e+02	4.884930488310678776e+00
1.416232864556150446e+02	2.325952572915972016e+00
1.140348059707920214e+02	1.475102878728750566e+00
1.414602288105839989e+02	9.381841237392276156e+00
1.543449995111891155e+02	7.993872496990658938e+00
1.175321734347370182e+02	5.447467220698529289e+00
1.158464235711421395e+02	5.034168025842724603e+00
1.420256137472650835e+02	6.201895516995937108e+00
1.191620614064144519e+02	3.862359812545651749e+00
1.251571293318721843e+02	3.135265033594754946e+00
1.341919887238836395e+02	4.453116464037398359e+00
1.215534362733368852e+02	1.736683100449379680e+01
1.518437410069269049e+02	7.367047359877004098e+00
1.373659064241063277e+02	5.009093383736984428e+00
1.413067108331685802e+02	1.477911033654967277e+01
1.519791704859125332e+02	1.214780178746513073e+01
1.336918653119810187e+02	2.860167113974425135e+00
1.508506928393361477e+02	6.295649928966041919e+00
1.306096265625018589e+02	7.505006656161697931e-01
1.320858796578234262e+02	1.018813220105461959e+01
1.269808697177146115e+02	4.069278143448281426e+00
1.343327354276977417e+02	1.562110713736287693e+01
1.498364171487554586e+02	1.435560258961679203e+01
1.389224471850096734e+02	8.496149485901167253e+00
1.163993446274112813e+02	5.175369068449871435e+00
1.376590377698042005e+02	1.706563628748157058e+01
1.459940653946283646e+02	1.608796340360012422e+01
1.144692037351087635e+02	4.735037331092319945e+00
1.159715815765834748e+02	1.574056440812516477e+01
1.225608071113570219e+02	9.685839179011916045e+00
1.307628665263762286e+02	1.352052882376673537e+01
1.260352935076757035e+02	1.455756006085870879e+01
1.374431115424603433e+02	1.237502334562804762e+01
1.150001769548410238e+02	3.266117956002107636e+00
1.146416523870599065e+02	9.094137776409180418e+00
1.403673827176197904e+02	6.656676813163797668e+00
1.381515532182194761e+02	2.383382820732214746e+00
1.405532731694151778e+02	6.169675007250017273e+00
1.539142908883859491e+02	5.935747093313401557e+00
