ra	dec
1.420957328945869733e+02	1.070704419930619622e+01
1.440910637702220924e+02	1.797848640026396794e+01
1.197310856111531763e+02	1.257684643704964067e+01
1.229560257105629546e+02	4.876344947284961151e+00
1.324846658248977747e+02	1.569387773096655536e+01
1.430163708311112316e+02	1.618559744971148362e+01
1.148509720536081460e+02	4.912446665072780050e+00
1.512307476090379055e+02	3.080317751751053379e+00
1.180349281675545825e+02	1.606562807736701615e+01
1.248557404422131043e+02	1.457632483273357060e+01
1.529978654969000047e+02	1.146583019761268218e+01
1.226028833929037205e+02	1.158061043057253059e+01
1.363937856938253503e+02	1.320703170592679143e+01
1.510003423946475891e+02	1.472238933395745875e+01
1.342654137414088211e+02	1.636213841029656990e+01
1.147940783203144690e+02	1.328145584712748395e+01
1.135827471011374996e+02	1.016993021957607546e+01
1.418049269055519233e+02	6.822647185578306628e-01
1.453448461504419811e+02	6.465138242732372476e+00
1.199447229551541909e+02	9.982586826238673439e+00
1.465796803316793842e+02	4.402063423746746196e+00
1.160868553998771660e+02	1.451294439790841828e+01
1.292913997858173616e+02	1.657928603071380635e+01
1.464119065804699176e+02	2.860126960898921045e+00
1.546798357276243223e+02	4.482862091859336928e+00
1.287411545832338788e+02	7.674413710235827857e+00
1.506840971069697730e+02	1.301652434411913006e+01
1.456507573106215432e+02	3.163389483892107279e+00
1.273509981016407835e+02	7.912626141003415992e-01
1.259495251325127327e+02	1.505201586302243655e+01
1.262250353096298170e+02	1.228596556942954798e+01
1.340394134776692567e+02	1.148442246632343622e+00
1.258241890342446396e+02	1.378558703113730743e+00
1.423207140016376684e+02	6.788040411208847047e+00
1.229092236656322967e+02	6.103732145489857430e+00
1.148496207166291754e+02	2.465873241814758199e+00
1.387081661567169988e+02	9.003789467104292399e+00
1.375598138404075428e+02	1.528227215722609778e+01
1.423082198355340040e+02	1.471217200030991457e+01
1.355967606121090512e+02	1.132755726286178444e+01
1.495645360651674594e+02	2.278905336929759162e+00
1.252623442667009499e+02	9.692481487822814046e+00
1.467399125616032904e+02	1.069262254945445356e+01
1.386167445079005347e+02	2.490969439430842147e+00
1.312385353470476730e+02	1.754988799318821080e+01
1.384984722605096579e+02	6.336959311545869333e+00
1.246722004859507820e+02	2.232928827105751690e+00
1.350789741929215495e+02	6.099181048581213460e+00
1.357000969863772184e+02	9.737219288068704515e+00
1.462008508425998059e+02	4.510692439367544715e+00
1.131915533326723562e+02	1.027280176799426137e+01
1.385765084614764078e+02	1.617736631834427286e+01
1.341435598045216295e+02	6.955576329916541845e+00
1.203392344272720607e+02	7.168654730193873448e+00
1.423512821384511255e+02	4.400361470629410299e+00
1.398305729609158732e+02	4.062019046146291501e+00
1.141524506160925085e+02	3.507138428851636736e+00
1.244113413062970181e+02	3.197690856584418650e+00
1.308893174554394818e+02	7.494400696747656632e+00
1.131819274402680691e+02	6.879935191505142100e+00
1.375144890397203312e+02	1.331233462516203225e+01
1.367667721587227447e+02	1.534498840756338289e+01
1.367412169995948545e+02	9.966896615403141979e+00
1.395158572734786731e+02	5.195158484533793697e+00
1.180025128719509411e+02	4.493003449459137322e+00
1.234071322019730559e+02	3.085332812610845465e+00
1.185617019718880272e+02	7.319218386866974235e+00
1.158460884988071058e+02	6.960008672844027799e+00
1.540560387962765105e+02	7.046357904819759099e+00
1.510147020189662044e+02	1.685509622399538898e+01
1.313435382384067509e+02	7.418774374168593866e+00
1.504363039403662015e+02	8.588704679785543306e+00
1.135428552465055247e+02	1.753253194862252329e+01
1.136497830808237808e+02	3.666189988484285789e-01
1.419806477708205534e+02	2.556591395069637063e+00
1.287625283631470836e+02	5.334233120702274178e+00
1.323647826083378618e+02	2.285395491152156566e+00
1.176100621010006080e+02	1.083136136314571907e+01
1.266899163142235807e+02	1.698763814733280597e+01
1.275745844875294210e+02	1.272787319213065160e+01
1.490276098409626115e+02	1.598852004839098306e+01
1.220580547645204632e+02	1.201290103732960901e+01
1.405228985244968385e+02	1.710754789826723865e+01
1.545865191240856689e+02	1.291408681403614089e+01
1.378178855378103549e+02	1.459938061239115292e+01
