ra	dec
1.391706757839339446e+02	1.191734738110074332e+01
1.478830943364686163e+02	1.544553231700977847e+01
1.234798282515554178e+02	1.532043523919667827e+01
1.438730028442197408e+02	7.059400547506134771e+00
1.237824829755888061e+02	4.726809521149418103e+00
1.232778702181046810e+02	2.108386983375734047e+00
1.155105475732822953e+02	7.673735204118519171e+00
1.351701333401013017e+02	1.815461278944043300e-01
1.407488747294319182e+02	1.311854040214903705e+01
1.545118178494082883e+02	2.782109971324677744e+00
1.508180672804122935e+02	4.986305823042481045e+00
1.430077829459849568e+02	1.633056662515343405e+01
1.350578551745150833e+02	8.298716213290475707e+00
1.534331138309957794e+02	5.260280079724187985e+00
1.305492234180082960e+02	1.052556140581522648e+01
1.392163980920319091e+02	4.702853040082974445e+00
1.343482496372607500e+02	8.670622611762597742e+00
1.223639381683614573e+02	8.766810555180015285e+00
1.300275056686329549e+02	9.062672481832237281e+00
1.198264182804930016e+02	1.048974023858089577e+00
1.171604918212400435e+02	5.288022219640644117e+00
1.513972746524101183e+02	1.556758796950267509e+01
1.270756956561572224e+02	2.055227453904556523e+00
1.260635742264648798e+02	1.443203293771310181e+00
1.485017693492279420e+02	2.281122884167558151e+00
1.163532569083493797e+02	7.587842882616564921e+00
1.179700585378228368e+02	2.525221243488597445e+00
1.260726029298492961e+02	1.141269984969602547e+01
1.463760750648602880e+02	8.370830434475660553e+00
1.394331315480590092e+02	2.489803757832776299e+00
1.210719669589624630e+02	1.279587212607740110e+00
1.454825775141275699e+02	9.414004052170126258e+00
1.360527548453349596e+02	5.882864406437367855e+00
1.508935558639637975e+02	7.376242258881997582e-01
1.478743575915340784e+02	5.173206850725730277e+00
1.240904049437509258e+02	1.065930008665008977e+01
1.271989451295436311e+02	1.039909440548122888e+01
1.491053545826103175e+02	3.401396994125254203e-01
1.339000382728000886e+02	4.507796197964329288e+00
1.177179515798651863e+02	7.219534077118114901e-01
1.536134473188222955e+02	2.725132532498439009e+00
1.265923308121466420e+02	2.161373145032234877e+00
1.533495518868782597e+02	1.404018805952110505e+01
1.257247712602997751e+02	1.665525788048780598e+01
1.259569182150437285e+02	7.945735710818078168e+00
1.374106343992622215e+02	1.623101743656670815e+00
1.212803352968003026e+02	1.777629019043601133e+01
1.132385949538421954e+02	7.014848823684695311e+00
1.366977545036949948e+02	1.527786809781487953e+01
1.528094999737466537e+02	1.530693918366087658e+01
1.506305123521792098e+02	3.398752423283204038e+00
1.523104315286938117e+02	5.344559253650313480e+00
1.181187214129555230e+02	1.314908682367569703e+01
1.191977966117214720e+02	8.520883485856762363e+00
1.532189711422977894e+02	6.190991292349367292e+00
1.251466138597560729e+02	9.085649086504538730e+00
1.477141494222098856e+02	6.395327267854508335e+00
1.364009577505955804e+02	1.337919557310475582e+01
1.477661859105824078e+02	8.765772664845352224e+00
1.282860511465239313e+02	8.205836694119785335e+00
1.360692501746647451e+02	1.793967211741501311e+00
1.369572361065436894e+02	1.048987948627424416e+01
1.154522951869670635e+02	1.024409051309753949e+01
1.437447644834144000e+02	6.635341654706145675e+00
1.271256744487562713e+02	4.950628646967417668e-01
1.470086415282272014e+02	1.670176476113644526e+01
1.376384161434201872e+02	1.710607496173874509e+01
1.231288909835681409e+02	1.055496642675613828e+01
1.262206152606755154e+02	3.766087201936369144e+00
1.366805877237814855e+02	8.191802912397113445e+00
1.495761355831087087e+02	2.003570613518710797e+00
1.499379817323238342e+02	1.369098230948620731e+01
1.310226637541947525e+02	5.657329322951646589e+00
1.138525616094587178e+02	1.484787158801532847e+01
1.382688299354271919e+02	6.153767898012211468e+00
1.418720933321928612e+02	5.175405037061225677e+00
1.386380849557448585e+02	7.672134289570059273e+00
1.397023782224658248e+02	6.887954427795608785e-03
1.260284197065861775e+02	9.572493207611323385e+00
1.199179321552115454e+02	9.719904806447706491e+00
1.178299108015855694e+02	9.470162743135912109e+00
1.446931974533042649e+02	7.784903565823238836e+00
1.165420725343193737e+02	1.620220985729857333e+01
1.306383266103398171e+02	5.662600527636461933e+00
1.507579179981857465e+02	1.247291707486454371e+01
1.332993841896144431e+02	1.725702279991273613e+01
1.408357775924243640e+02	1.031877009397466338e+01
1.199259134288795252e+02	6.763173362262168808e+00
1.168249702171013240e+02	1.583632637607342808e+01
1.352801525745259426e+02	4.458179599261209880e+00
1.298664346415292528e+02	3.390835495477562578e+00
1.380030573221516477e+02	1.637947718671221853e-01
1.335076366525362914e+02	1.050442226649066413e+01
1.402213910187229544e+02	9.734960021798915619e+00
1.299649191391631291e+02	8.039244090897565087e+00
1.152396048770878565e+02	2.310501633700169144e+00
1.377728294964848317e+02	8.778231469685479738e+00
1.276577443076799909e+02	1.882714887170310603e-01
1.194897021168516744e+02	1.788634009219825671e+01
1.422198488614641292e+02	1.442253479968636753e+01
1.462513481524480881e+02	7.396909685483738173e+00
1.327253459351575771e+02	1.141470648089575057e+01
1.235386467242120858e+02	1.662478388959056375e+01
1.244804663970215159e+02	1.326296214834924392e+01
1.359398781347969418e+02	3.621892259841135164e+00
1.171234671258989408e+02	6.508833416306636366e+00
1.330978239472465532e+02	1.050092646567244081e+01
1.291781006790158131e+02	1.760584698077303045e+01
1.159540026457684547e+02	5.666813581909168063e-01
1.298731019501359185e+02	1.324256519123275666e+01
1.322763456899221808e+02	1.437233906619275636e+01
1.506772503881296075e+02	5.840087306244837961e+00
1.226291635066021115e+02	1.367576385171290099e+01
