ra	dec
1.383536323625917817e+02	7.911204451326748099e+00
1.368777113568044967e+02	1.249381482086589834e+01
1.311522121300413062e+02	1.774064803887404196e+01
1.167272682220361872e+02	6.417090409459371259e+00
1.535946587763712898e+02	1.373189191939925102e+01
1.535788910723417189e+02	1.662500293760588477e+01
1.456163318915977527e+02	6.539571812730883948e+00
1.406866693414917222e+02	1.337938854534411082e+00
1.381802504147503328e+02	3.283704004542322141e-01
1.311307279256158722e+02	1.556639263766265024e+01
1.532409914742480908e+02	2.415804278784321468e+00
1.270538489853883135e+02	4.026238408992670159e+00
1.537724079950936300e+02	9.424356552074232951e+00
1.544450822261206611e+02	1.343146706430511372e+01
1.528567525718578395e+02	1.354342806053386461e+01
1.259327319270343395e+02	1.062915534438856646e+01
1.463456567780782507e+02	1.342541950340445389e+01
1.330464381461483470e+02	7.779656793400712145e-01
1.366765949035328163e+02	7.442837745334528243e+00
1.299184373314639060e+02	7.153705907302271072e+00
1.331302256909270341e+02	1.107237852977631043e+01
1.177415075843520640e+02	1.109335720906866207e+01
1.302430111356817690e+02	8.247759135264677965e+00
1.240486384918541205e+02	8.656394811050576621e+00
1.147473604778452341e+02	9.654428242770999091e+00
1.439595666431992242e+02	2.946756780918159180e+00
1.416708798103990432e+02	1.330001190287878110e+01
1.484747752406416907e+02	7.549101224808370425e+00
1.274400208098047926e+02	1.012907734494263501e+01
1.262194437089488588e+02	6.306594472291865650e+00
1.201304132476736442e+02	1.387027032855950814e+01
1.359155323035020331e+02	1.277160513502310835e+01
1.192425786378770454e+02	9.035779781253314269e+00
1.149398052139080590e+02	1.117759925295906065e+01
1.298630019048496251e+02	1.659142430198339468e+01
1.315837661810332122e+02	1.516910209028955059e+01
1.347498237850568898e+02	1.072512011591884651e+01
1.237017827195381159e+02	8.874251042434586623e-01
1.235965229895312092e+02	8.607582321624541066e+00
1.419580041656091964e+02	1.304028759823958339e+01
1.336848898360156568e+02	1.329837632809822168e+01
1.506038064480875676e+02	5.606413759269593733e+00
1.349792475628545674e+02	1.230948083560315709e+01
1.233555538877241133e+02	1.724065317443273315e+01
1.481947475762479201e+02	7.271798467863181514e+00
1.317250805180351847e+02	1.390211338334976787e+00
1.187298256397230034e+02	1.471660549441211252e+01
