ra	dec
1.164928147732462662e+02	1.516681097596145911e+01
1.313105136520584608e+02	4.723288070739057432e+00
1.181434182958277574e+02	3.105204247536159201e+00
1.336668237644946373e+02	5.237629930556057190e+00
1.229633812013096588e+02	1.768307880776812269e+01
1.217323002456240033e+02	1.076818377755981082e+01
1.505549875680959246e+02	7.095357271817174905e+00
1.291919074708943356e+02	9.579572581387065355e+00
1.312324706266779799e+02	1.572570386342965865e+00
1.278332668384423840e+02	9.619105020048735355e+00
1.172348311171280386e+02	1.752626216209581145e+01
1.487951049706688877e+02	2.736979550380742587e+00
1.230628481940328669e+02	7.187053044838891402e-01
1.361411247697258204e+02	1.028954647156679059e+01
1.519553152178391144e+02	1.065399507473377971e+00
1.477712108338336918e+02	7.978226918321171368e+00
1.209928993602762688e+02	1.093392839772599245e+01
1.216271338074685389e+02	1.354300764345281571e+00
1.304639188658864555e+02	4.958687378316150252e+00
1.329223457681179923e+02	7.495128419937540087e+00
1.201258723366938028e+02	6.951880930002261039e+00
1.427990878013049212e+02	5.324461469571632577e+00
1.268035168439037363e+02	6.733851299910805777e-01
1.456782675562274108e+02	3.290273125218769135e+00
1.505653266853610717e+02	1.460823328863428694e-01
1.283980198447963232e+02	1.426950518458817996e+01
1.410276730807962906e+02	1.179190006961494142e+01
1.170190638405934891e+02	1.485601614573984186e+01
1.189100743223762038e+02	1.090989788458256093e+01
1.293243458290301078e+02	5.378084700143761054e+00
1.340128671678112937e+02	3.653591345431054460e+00
1.254500520424727625e+02	1.349046731409652189e+01
1.474365555638809155e+02	1.717432087131983920e+01
1.421193141522700216e+02	4.595969299629490301e+00
1.131822414814750175e+02	2.016160979194726810e+00
1.397541412067139390e+02	2.948420279211967809e+00
1.316842111093078245e+02	1.398669868632951285e+01
1.368268882688044243e+02	2.425864133382037657e+00
1.403749181812375184e+02	5.983687405544123372e+00
1.380891457992304652e+02	7.161331853714144380e+00
1.168449621236649421e+02	3.418003752638503645e+00
1.535602348971464437e+02	6.028488548083197784e+00
1.157580304724409928e+02	2.094240679945828520e-01
1.222261512588182057e+02	8.233836025406667147e+00
1.528973597422880744e+02	1.083748888856901260e+01
1.484734470394013499e+02	1.242132624403426711e+01
1.544105679077152331e+02	8.169847985554494763e-01
1.391787272076639681e+02	1.774643805496029714e+01
1.540165578680853002e+02	8.161752437905464674e+00
1.445841185106731643e+02	4.802504352142784150e+00
1.488977111201082550e+02	9.774607134654912599e+00
1.349672771917613545e+02	1.015731527372111564e+01
1.312875171222265465e+02	1.622190306570362139e+01
1.296022488054172470e+02	1.347474233419712952e+01
1.331786276279229639e+02	6.500401219405207875e+00
1.251376901870620202e+02	3.243412009234514226e+00
1.135906161862613430e+02	5.731711450197413349e+00
1.230517702019894841e+02	8.369161329476776601e+00
1.152021981843890615e+02	4.879518708397588611e+00
1.134829818145258145e+02	2.060372927169431545e+00
1.292486877826788145e+02	9.174249199480465577e+00
1.509062003289161282e+02	8.834833162061704215e+00
1.408412831030498467e+02	5.518938409287219571e+00
1.312551943022576211e+02	2.372535626048473123e+00
1.379362124209134777e+02	5.074912930614271289e+00
1.161175540799502528e+02	3.583533260055578040e-01
1.289671030657726760e+02	9.032848645766259565e+00
1.301498149049185997e+02	2.586999838323514656e+00
1.268761547434203436e+02	2.891125493178326789e+00
1.446465125067338136e+02	9.020202559256986774e+00
1.274774498353581293e+02	1.700388058757484799e+01
1.487613560604808924e+02	1.069429549724541495e+01
1.471320240841725990e+02	7.549114775127915955e+00
1.133933349596393612e+02	8.553689310191719741e+00
1.354610635445997104e+02	1.516884485956556183e+01
1.473328518844063240e+02	4.850125163309479959e-01
1.148768560475393912e+02	2.020856675746911524e+00
1.402908825988732531e+02	2.994986714205480904e+00
1.203525962019958513e+02	1.222839008837240016e+01
1.503891712981113926e+02	9.967784313213709169e+00
1.318540150272561391e+02	5.326089464183766609e+00
1.486715537862948224e+02	3.197274201462410037e+00
1.234577521312426001e+02	1.606307222072374863e+00
1.289101955559554540e+02	6.640661774766017267e+00
1.381575310351818757e+02	7.629948796950780654e+00
1.288414706411096802e+02	2.917951800939899143e-01
1.281403392500563143e+02	7.923897641096473876e+00
1.494798806730484273e+02	1.433705028512441260e+01
1.274048797542751998e+02	1.665473231236135732e+01
1.181449216639906012e+02	1.419959669069408070e+00
1.491767343799895400e+02	9.820152992514463719e-01
1.217292115469140725e+02	1.612528834408138323e+01
1.401665695966051999e+02	1.405638320282489673e+01
1.283797720294234352e+02	5.950281648375640664e+00
1.425936975036894125e+02	1.117775651815827231e+01
1.219152621436410158e+02	1.695921892194061087e+01
1.448208754116526791e+02	3.543587513739850703e+00
1.452302847931675842e+02	8.605544339131851572e+00
1.350164407901339132e+02	1.296377960008764774e+01
1.357273094920084588e+02	8.332561786285095806e+00
1.466775355763686832e+02	1.397572414715105360e+01
1.172966244188537530e+02	5.347012131293854331e+00
1.155124779863875375e+02	4.074167240444977800e+00
1.288684879430969374e+02	6.856818232762490695e+00
1.446699894968621152e+02	1.035640129684818111e+00
1.307378270182842925e+02	1.555890861865343844e+01
1.336208356488119762e+02	1.482151802929759477e+01
1.372531503940778634e+02	4.669684274799355883e+00
1.184097098086459567e+02	1.669454159358572198e+01
1.148542396526530638e+02	1.653110138366451665e+01
1.226705227925365449e+02	3.900287928132947446e+00
1.233770066375406032e+02	1.862311164748001291e+00
1.445137910498264375e+02	1.339170056470215364e+01
1.191098638094441782e+02	2.126239690354497558e+00
1.299418967975389876e+02	7.904083940467461211e-01
1.454238295168108266e+02	1.374771740017958344e+01
1.444717441235129343e+02	8.122767654933561232e+00
1.308873137491467276e+02	1.087566091485503605e+01
1.522934607205842212e+02	7.288549435675494514e+00
1.310909195394991116e+02	9.595500939221469849e+00
1.402195016237465950e+02	9.115789119581750199e+00
1.548604658059097119e+02	7.090421432288760428e+00
1.191467201913904859e+02	5.599491321533301758e+00
1.418437764067523119e+02	8.699954488062534352e+00
1.384065248885908090e+02	5.304430946980191131e+00
1.384026814134481072e+02	5.061777208652157967e+00
1.170653371068915192e+02	1.406930785827944064e+01
1.222674130452916188e+02	1.023625205776379765e+01
1.437493236697318650e+02	1.703504265159513054e+01
1.271715507170658270e+02	9.180043317445605311e+00
1.237662777411505601e+02	4.019061180331085836e+00
1.327760399393879425e+02	2.295666351832499785e+00
1.219667069067579916e+02	6.436256291210393776e+00
1.430609582407944913e+02	1.324772528167058283e+01
1.177331584326456664e+02	9.466071262524460295e+00
1.236989356140092582e+02	1.773982476382066054e+01
1.439713383771717758e+02	1.549698923944888129e+01
1.213220005982458218e+02	1.591515363937510585e+00
1.404390419672516543e+02	5.872412148505254947e+00
1.346359642863391173e+02	1.095193545889529574e+01
1.362550164855952346e+02	1.466052767427338921e+01
1.152145463630562006e+02	1.367174271895906304e-02
1.513226049604966192e+02	1.040474243280404210e+01
1.432046439449155457e+02	1.415142262835310660e+01
1.285194468229498739e+02	5.948015398367595630e+00
1.179350998644606534e+02	1.206950976924608554e+01
1.180088130612314217e+02	1.177852105092967072e+01
1.254505488538634381e+02	9.960730151847593916e+00
1.180780354679193209e+02	3.600174563990564014e+00
1.286663299434705436e+02	1.114333948176362021e+01
1.284527247015747378e+02	7.295530451484723677e+00
1.202245437981785017e+02	1.791765185865436294e+01
1.458159454078456747e+02	7.477372265903797555e+00
1.185019411804711780e+02	7.197871914370871593e+00
1.298795473123290662e+02	1.707972673392430352e+01
1.268080786093154302e+02	5.747835994203251975e-01
1.434487139639839484e+02	8.447585297130945747e+00
1.519243161897055643e+02	3.986248090069213212e+00
1.446442803067348279e+02	1.470755952239377073e+01
1.522041783667511368e+02	1.378578515785070380e+01
1.528389590141822509e+02	1.190613649875219870e+01
1.515062867101462416e+02	2.472830504235361104e+00
1.471523959024244732e+02	1.145113247888185981e+01
1.379425797639484870e+02	3.545972353434780899e+00
1.311803356451352442e+02	3.940956406971156678e-01
1.258612562843624687e+02	9.203583510555808367e-01
1.479071060427887403e+02	3.314585762549703496e+00
1.216960246911688444e+02	3.275296765358737261e+00
1.160054909163709027e+02	8.561153557761166155e+00
1.236659548354505915e+02	4.003390143707964199e+00
1.358649694315457737e+02	5.069350203530666121e+00
1.379287244009954918e+02	1.294160042000541111e+01
1.398369744529834122e+02	1.024643247544474178e+01
1.377731432390719704e+02	3.500282299576165990e+00
1.494201241070532546e+02	1.038754379332940481e+01
1.205036979188955968e+02	1.572410750605232543e+01
1.359945595800297156e+02	5.752539654038938188e+00
1.205530948006745575e+02	2.516581825408632955e+00
1.537551084688037690e+02	1.136841269374067309e+01
1.151409226665271603e+02	4.968818128390724009e-01
1.514110769357026527e+02	1.234260932270446176e+01
1.334808616956676701e+02	2.366828647222862347e+00
1.508368668613823047e+02	5.167451247263846748e-01
1.325410519723924665e+02	7.914899910478884415e+00
1.263634263699318012e+02	1.454848115540434783e+01
1.132608800182906066e+02	4.431832480193281576e+00
1.154744861971149419e+02	3.895780435323665802e+00
1.525863139436332006e+02	5.491587148361761983e+00
1.455406226566740031e+02	3.309886256022436690e+00
1.475489048687052787e+02	1.611392903501532103e+01
1.401160629627194112e+02	6.472350462649997249e-01
1.387325596120904265e+02	7.031623648625358491e+00
1.445985175095810575e+02	5.111608755783335845e+00
1.501640371992617133e+02	1.341784857848598911e+01
1.407388032238257267e+02	1.612257062638915439e+00
1.399533962066416279e+02	8.863136189297664558e-01
1.231056663676819625e+02	1.237754379334777832e+00
1.532130584001867533e+02	6.548719031964063575e+00
1.353879260872885197e+02	1.001531834042848068e+01
1.188173969820593641e+02	6.375116616879874520e+00
1.475403544202215755e+02	2.414279382055589007e+00
